"","gridid","lon","lat","iso3","bsm_response"
"1",26820,-0.5,10.5,"GHA",0.594914128534402
"2",26460,-0.5,11.5,"BFA",0.497307121324181
"3",26100,-0.5,12.5,"BFA",0.46702313123102
"4",25740,-0.5,13.5,"BFA",0.519501245511244
"5",25380,-0.5,14.5,"BFA",0.595410812976419
"6",25020,-0.5,15.5,"MLI",0.65142379157983
"7",24660,-0.5,16.5,"MLI",0.598202817752282
"8",24300,-0.5,17.5,"MLI",0.492958000713748
"9",23940,-0.5,18.5,"MLI",0.462707477759972
"10",23580,-0.5,19.5,"MLI",0.474535180732397
"11",23220,-0.5,20.5,"MLI",0.447525735891452
"12",22860,-0.5,21.5,"MLI",0.444516814110028
"13",22500,-0.5,22.5,"DZA",0.436300322158227
"14",22140,-0.5,23.5,"DZA",0.438145338352304
"15",21780,-0.5,24.5,"DZA",0.439329920166085
"16",21420,-0.5,25.5,"DZA",0.437969432945146
"17",21060,-0.5,26.5,"DZA",0.439084049735318
"18",20700,-0.5,27.5,"DZA",0.506980673474785
"19",20340,-0.5,28.5,"DZA",0.477456787528003
"20",19980,-0.5,29.5,"DZA",0.44896825207386
"21",19620,-0.5,30.5,"DZA",0.428081119683687
"22",19260,-0.5,31.5,"DZA",0.453412467288781
"23",18900,-0.5,32.5,"DZA",0.585831409256347
"24",18540,-0.5,33.5,"DZA",0.551530757560977
"25",18180,-0.5,34.5,"DZA",0.579447993012406
"26",17820,-0.5,35.5,"DZA",0.396013702223567
"27",17100,-0.5,37.5,"ESP",0.607746904143543
"28",16740,-0.5,38.5,"ESP",0.437456449114747
"29",16380,-0.5,39.5,"ESP",0.420566831239812
"30",16020,-0.5,40.5,"ESP",0.542428502086605
"31",15660,-0.5,41.5,"ESP",0.479588506964018
"32",15300,-0.5,42.5,"ESP",0.536535400828115
"33",14940,-0.5,43.5,"FRA",0.453294290764112
"34",14580,-0.5,44.5,"FRA",0.347853438375606
"35",14220,-0.5,45.5,"FRA",0.343850866309229
"36",13860,-0.5,46.5,"FRA",0.407409576300624
"37",13500,-0.5,47.5,"FRA",0.362055211567284
"38",13140,-0.5,48.5,"FRA",0.416033477392875
"39",12780,-0.5,49.5,"FRA",0.397356638155945
"40",28620,-0.5,5.5,"GHA",0.548430480163139
"41",12420,-0.5,50.5,"GBR",0.440795902638243
"42",12060,-0.5,51.5,"GBR",0.456775710744306
"43",11700,-0.5,52.5,"GBR",0.365953284201094
"44",11340,-0.5,53.5,"GBR",0.402489356779249
"45",10980,-0.5,54.5,"GBR",0.510257531733912
"46",28260,-0.5,6.5,"GHA",0.669039258495796
"47",8820,-0.5,60.5,"GBR",0.450413579087417
"48",27900,-0.5,7.5,"GHA",0.673726349569944
"49",27540,-0.5,8.5,"GHA",0.688474159973959
"50",27180,-0.5,9.5,"GHA",0.611981652809609
"51",26819,-1.5,10.5,"GHA",0.645329264158287
"52",26459,-1.5,11.5,"BFA",0.606078579676154
"53",26099,-1.5,12.5,"BFA",0.442683925051153
"54",25739,-1.5,13.5,"BFA",0.494404253396136
"55",25379,-1.5,14.5,"BFA",0.614849926264464
"56",25019,-1.5,15.5,"MLI",0.658178759893363
"57",24659,-1.5,16.5,"MLI",0.596757273677068
"58",24299,-1.5,17.5,"MLI",0.477256447340079
"59",23939,-1.5,18.5,"MLI",0.472712042045841
"60",23579,-1.5,19.5,"MLI",0.458188784989097
"61",23219,-1.5,20.5,"MLI",0.44535326730402
"62",22859,-1.5,21.5,"MLI",0.443630400528595
"63",22499,-1.5,22.5,"MLI",0.436529552485899
"64",22139,-1.5,23.5,"DZA",0.438087335760712
"65",21779,-1.5,24.5,"DZA",0.446995148757727
"66",21419,-1.5,25.5,"DZA",0.437969432945146
"67",21059,-1.5,26.5,"DZA",0.437746577700909
"68",20699,-1.5,27.5,"DZA",0.435442100044227
"69",20339,-1.5,28.5,"DZA",0.436081566700059
"70",19979,-1.5,29.5,"DZA",0.493034220331575
"71",19619,-1.5,30.5,"DZA",0.469949970906717
"72",19259,-1.5,31.5,"DZA",0.51032182491893
"73",18899,-1.5,32.5,"MAR",0.557237835759731
"74",18539,-1.5,33.5,"DZA",0.538151236585396
"75",18179,-1.5,34.5,"DZA",0.530609933407402
"76",17819,-1.5,35.5,"DZA",0.498803549467652
"77",17459,-1.5,36.5,"ESP",0.410667721621376
"78",17099,-1.5,37.5,"ESP",0.49384230175423
"79",16739,-1.5,38.5,"ESP",0.488941847032584
"80",16379,-1.5,39.5,"ESP",0.516856511414084
"81",28979,-1.5,4.5,"GHA",0.580226482545319
"82",16019,-1.5,40.5,"ESP",0.575409951573966
"83",15659,-1.5,41.5,"ESP",0.506680177891373
"84",15299,-1.5,42.5,"ESP",0.454112011050735
"85",14939,-1.5,43.5,"FRA",0.485665688044608
"86",14579,-1.5,44.5,"FRA",0.466370049654041
"87",14219,-1.5,45.5,"FRA",0.47049843756166
"88",13859,-1.5,46.5,"FRA",0.388397448483653
"89",13499,-1.5,47.5,"FRA",0.342358522701546
"90",13139,-1.5,48.5,"FRA",0.355093585312206
"91",12779,-1.5,49.5,"FRA",0.436693164254504
"92",28619,-1.5,5.5,"GHA",0.646562108184522
"93",12419,-1.5,50.5,"GBR",0.465585193646748
"94",12059,-1.5,51.5,"GBR",0.424921564989979
"95",11699,-1.5,52.5,"GBR",0.356835578899039
"96",11339,-1.5,53.5,"GBR",0.400495569506317
"97",10979,-1.5,54.5,"GBR",0.364433649084775
"98",10619,-1.5,55.5,"GBR",0.46403132955259
"99",9899,-1.5,57.5,"GBR",0.569569149138589
"100",9179,-1.5,59.5,"GBR",0.417826373581593
"101",28259,-1.5,6.5,"GHA",0.563676035072703
"102",8819,-1.5,60.5,"GBR",0.548930147618293
"103",27899,-1.5,7.5,"GHA",0.669108503981619
"104",27539,-1.5,8.5,"GHA",0.713677782322429
"105",27179,-1.5,9.5,"GHA",0.707256848871544
"106",26810,-10.5,10.5,"GIN",0.767644366804475
"107",26450,-10.5,11.5,"GIN",0.729478621740738
"108",26090,-10.5,12.5,"MLI",0.736056427958092
"109",25730,-10.5,13.5,"MLI",0.73088249928188
"110",25370,-10.5,14.5,"MLI",0.695162352085077
"111",25010,-10.5,15.5,"MRT",0.622158012554582
"112",24650,-10.5,16.5,"MRT",0.600416223085175
"113",24290,-10.5,17.5,"MRT",0.613225622224929
"114",23930,-10.5,18.5,"MRT",0.485580818734854
"115",23570,-10.5,19.5,"MRT",0.440939648373635
"116",23210,-10.5,20.5,"MRT",0.437823255270463
"117",22850,-10.5,21.5,"MRT",0.435078728727683
"118",22490,-10.5,22.5,"MRT",0.434121186801223
"119",22130,-10.5,23.5,"MRT",0.434340355245199
"120",21770,-10.5,24.5,"MRT",0.436258836168107
"121",21410,-10.5,25.5,"MRT",0.429206036560413
"122",21050,-10.5,26.5,"MAR",0.421448015474014
"123",20690,-10.5,27.5,"MAR",0.469418545051767
"124",20330,-10.5,28.5,"MAR",0.577160899926489
"125",19970,-10.5,29.5,"MAR",0.644357069877824
"126",28610,-10.5,5.5,"LBR",0.572417348417481
"127",12050,-10.5,51.5,"IRL",0.579542286852295
"128",11690,-10.5,52.5,"IRL",0.56569688153892
"129",11330,-10.5,53.5,"IRL",0.47656314386073
"130",10970,-10.5,54.5,"IRL",0.395223656116999
"131",28250,-10.5,6.5,"LBR",0.694040916321855
"132",27890,-10.5,7.5,"LBR",0.726253236399772
"133",27530,-10.5,8.5,"SLE",0.717740326126531
"134",27170,-10.5,9.5,"GIN",0.768424514751844
"135",24560,-100.5,16.5,"MEX",0.474355954970731
"136",24200,-100.5,17.5,"MEX",0.643230081689687
"137",23840,-100.5,18.5,"MEX",0.52088118639082
"138",23480,-100.5,19.5,"MEX",0.52207540560274
"139",23120,-100.5,20.5,"MEX",0.417374953058487
"140",22760,-100.5,21.5,"MEX",0.520034205239718
"141",22400,-100.5,22.5,"MEX",0.53119470089667
"142",22040,-100.5,23.5,"MEX",0.588059367506673
"143",21680,-100.5,24.5,"MEX",0.61474211319598
"144",21320,-100.5,25.5,"MEX",0.516351350178773
"145",20960,-100.5,26.5,"MEX",0.693640508661411
"146",20600,-100.5,27.5,"MEX",0.697712429142501
"147",20240,-100.5,28.5,"MEX",0.620858515522111
"148",19880,-100.5,29.5,"USA",0.643232221911717
"149",19520,-100.5,30.5,"USA",0.621104694771797
"150",19160,-100.5,31.5,"USA",0.595406793928972
"151",18800,-100.5,32.5,"USA",0.567918072042181
"152",18440,-100.5,33.5,"USA",0.571719805113761
"153",18080,-100.5,34.5,"USA",0.570135746682673
"154",17720,-100.5,35.5,"USA",0.596316478749226
"155",17360,-100.5,36.5,"USA",0.592760434695702
"156",17000,-100.5,37.5,"USA",0.523841123512982
"157",16640,-100.5,38.5,"USA",0.560336181044144
"158",16280,-100.5,39.5,"USA",0.576994123291424
"159",15920,-100.5,40.5,"USA",0.599937939391111
"160",15560,-100.5,41.5,"USA",0.647764940606196
"161",15200,-100.5,42.5,"USA",0.650597356625277
"162",14840,-100.5,43.5,"USA",0.597220921646603
"163",14480,-100.5,44.5,"USA",0.561383701447802
"164",14120,-100.5,45.5,"USA",0.555332468647321
"165",13760,-100.5,46.5,"USA",0.568224764996129
"166",13400,-100.5,47.5,"USA",0.531310942302585
"167",13040,-100.5,48.5,"USA",0.504605662972105
"168",12680,-100.5,49.5,"CAN",0.5063584543099
"169",12320,-100.5,50.5,"CAN",0.495312924046439
"170",11960,-100.5,51.5,"CAN",0.513856748472171
"171",11600,-100.5,52.5,"CAN",0.472499277129348
"172",11240,-100.5,53.5,"CAN",0.438765742272218
"173",10880,-100.5,54.5,"CAN",0.454478589468454
"174",10520,-100.5,55.5,"CAN",0.373728708673317
"175",10160,-100.5,56.5,"CAN",0.370247817968705
"176",9800,-100.5,57.5,"CAN",0.344975320927787
"177",9440,-100.5,58.5,"CAN",0.342265889003281
"178",9080,-100.5,59.5,"CAN",0.355788784252883
"179",8720,-100.5,60.5,"CAN",0.331530519781549
"180",8360,-100.5,61.5,"CAN",0.325763878852524
"181",8000,-100.5,62.5,"CAN",0.327276689232713
"182",7640,-100.5,63.5,"CAN",0.33320417130298
"183",7280,-100.5,64.5,"CAN",0.327082386400392
"184",6920,-100.5,65.5,"CAN",0.326678297036886
"185",6560,-100.5,66.5,"CAN",0.329203817352735
"186",6200,-100.5,67.5,"CAN",0.347877809420247
"187",5840,-100.5,68.5,"CAN",0.323265963170974
"188",5480,-100.5,69.5,"CAN",0.332495857889665
"189",5120,-100.5,70.5,"CAN",0.326428023413987
"190",4760,-100.5,71.5,"CAN",0.338155258879123
"191",4400,-100.5,72.5,"CAN",0.30265673614962
"192",4040,-100.5,73.5,"CAN",0.320964787348976
"193",3680,-100.5,74.5,"CAN",0.357474820056049
"194",3320,-100.5,75.5,"CAN",0.316222047256254
"195",2960,-100.5,76.5,"CAN",0.315553479255081
"196",2600,-100.5,77.5,"CAN",0.334184539052526
"197",2240,-100.5,78.5,"CAN",0.322016109050427
"198",1880,-100.5,79.5,"CAN",0.353426413811935
"199",1520,-100.5,80.5,"CAN",0.348401584191867
"200",24199,-101.5,17.5,"MEX",0.664263193958618
"201",23839,-101.5,18.5,"MEX",0.651698382589266
"202",23479,-101.5,19.5,"MEX",0.515653594014689
"203",23119,-101.5,20.5,"MEX",0.468231534384881
"204",22759,-101.5,21.5,"MEX",0.466548821579143
"205",22399,-101.5,22.5,"MEX",0.531073216596168
"206",22039,-101.5,23.5,"MEX",0.618151869437857
"207",21679,-101.5,24.5,"MEX",0.658763546782827
"208",21319,-101.5,25.5,"MEX",0.656655121329503
"209",20959,-101.5,26.5,"MEX",0.695725628900485
"210",20599,-101.5,27.5,"MEX",0.691593949653683
"211",20239,-101.5,28.5,"MEX",0.666052181765721
"212",19879,-101.5,29.5,"MEX",0.684204272607457
"213",19519,-101.5,30.5,"USA",0.655779452188471
"214",19159,-101.5,31.5,"USA",0.63479409144804
"215",18799,-101.5,32.5,"USA",0.578107593647553
"216",18439,-101.5,33.5,"USA",0.502569171400504
"217",18079,-101.5,34.5,"USA",0.518303264459698
"218",17719,-101.5,35.5,"USA",0.562145230828038
"219",17359,-101.5,36.5,"USA",0.498799293425948
"220",16999,-101.5,37.5,"USA",0.541435162273257
"221",16639,-101.5,38.5,"USA",0.539255481130111
"222",16279,-101.5,39.5,"USA",0.569838020735243
"223",15919,-101.5,40.5,"USA",0.633868308610761
"224",15559,-101.5,41.5,"USA",0.654953909468997
"225",15199,-101.5,42.5,"USA",0.652046442903872
"226",14839,-101.5,43.5,"USA",0.598313457808628
"227",14479,-101.5,44.5,"USA",0.587292444501527
"228",14119,-101.5,45.5,"USA",0.578139571705965
"229",13759,-101.5,46.5,"USA",0.606931176489889
"230",13399,-101.5,47.5,"USA",0.545533862246901
"231",13039,-101.5,48.5,"USA",0.474450401773215
"232",12679,-101.5,49.5,"CAN",0.485651536724922
"233",12319,-101.5,50.5,"CAN",0.461350918058398
"234",11959,-101.5,51.5,"CAN",0.492777150963546
"235",11599,-101.5,52.5,"CAN",0.48939474047292
"236",11239,-101.5,53.5,"CAN",0.455821184798549
"237",10879,-101.5,54.5,"CAN",0.400498017819945
"238",10519,-101.5,55.5,"CAN",0.416693678879785
"239",10159,-101.5,56.5,"CAN",0.339807839628579
"240",9799,-101.5,57.5,"CAN",0.360660841076734
"241",9439,-101.5,58.5,"CAN",0.353527662264299
"242",9079,-101.5,59.5,"CAN",0.350364843506739
"243",8719,-101.5,60.5,"CAN",0.333090779394646
"244",8359,-101.5,61.5,"CAN",0.321806222436703
"245",7999,-101.5,62.5,"CAN",0.32630136483887
"246",7639,-101.5,63.5,"CAN",0.331299775976454
"247",7279,-101.5,64.5,"CAN",0.34707404352262
"248",6919,-101.5,65.5,"CAN",0.329957460735988
"249",6559,-101.5,66.5,"CAN",0.323804662560956
"250",6199,-101.5,67.5,"CAN",0.323776525729004
"251",5839,-101.5,68.5,"CAN",0.324917807269011
"252",5479,-101.5,69.5,"CAN",0.313017166698176
"253",5119,-101.5,70.5,"CAN",0.321679407381856
"254",4399,-101.5,72.5,"CAN",0.326301231265629
"255",4039,-101.5,73.5,"CAN",0.334764570485176
"256",3319,-101.5,75.5,"CAN",0.327220938228637
"257",2959,-101.5,76.5,"CAN",0.3260891371071
"258",2599,-101.5,77.5,"CAN",0.33071070039003
"259",2239,-101.5,78.5,"CAN",0.322563429518249
"260",1879,-101.5,79.5,"CAN",0.346868088429179
"261",24198,-102.5,17.5,"MEX",0.57919663591231
"262",23838,-102.5,18.5,"MEX",0.68963863647497
"263",23478,-102.5,19.5,"MEX",0.560713596968838
"264",23118,-102.5,20.5,"MEX",0.518594019622909
"265",22758,-102.5,21.5,"MEX",0.519662057218902
"266",22398,-102.5,22.5,"MEX",0.545667090883212
"267",22038,-102.5,23.5,"MEX",0.63180249888002
"268",21678,-102.5,24.5,"MEX",0.675460380067655
"269",21318,-102.5,25.5,"MEX",0.634887899728579
"270",20958,-102.5,26.5,"MEX",0.6957939263217
"271",20598,-102.5,27.5,"MEX",0.687764856822276
"272",20238,-102.5,28.5,"MEX",0.687034957886883
"273",19878,-102.5,29.5,"MEX",0.682180288929127
"274",19518,-102.5,30.5,"USA",0.666596031607095
"275",19158,-102.5,31.5,"USA",0.647613066579733
"276",18798,-102.5,32.5,"USA",0.5733621063751
"277",18438,-102.5,33.5,"USA",0.52111527066585
"278",18078,-102.5,34.5,"USA",0.45615898184261
"279",17718,-102.5,35.5,"USA",0.594999228751224
"280",17358,-102.5,36.5,"USA",0.596356696210978
"281",16998,-102.5,37.5,"USA",0.607767654942324
"282",16638,-102.5,38.5,"USA",0.582602491448296
"283",16278,-102.5,39.5,"USA",0.575775861017277
"284",15918,-102.5,40.5,"USA",0.581555477125497
"285",15558,-102.5,41.5,"USA",0.656580082555459
"286",15198,-102.5,42.5,"USA",0.640096328576489
"287",14838,-102.5,43.5,"USA",0.63010285315157
"288",14478,-102.5,44.5,"USA",0.591422641576017
"289",14118,-102.5,45.5,"USA",0.583726811984895
"290",13758,-102.5,46.5,"USA",0.553472179723251
"291",13398,-102.5,47.5,"USA",0.601124172714074
"292",13038,-102.5,48.5,"USA",0.531035404159473
"293",12678,-102.5,49.5,"CAN",0.485684513528135
"294",12318,-102.5,50.5,"CAN",0.482140436750817
"295",11958,-102.5,51.5,"CAN",0.47351213174305
"296",11598,-102.5,52.5,"CAN",0.469865180737579
"297",11238,-102.5,53.5,"CAN",0.512255088096225
"298",10878,-102.5,54.5,"CAN",0.439080816158539
"299",10518,-102.5,55.5,"CAN",0.447641537142381
"300",10158,-102.5,56.5,"CAN",0.368665069546467
"301",9798,-102.5,57.5,"CAN",0.326625750992008
"302",9438,-102.5,58.5,"CAN",0.362950191611778
"303",9078,-102.5,59.5,"CAN",0.35604155098902
"304",8718,-102.5,60.5,"CAN",0.34288611888294
"305",8358,-102.5,61.5,"CAN",0.329207523646543
"306",7998,-102.5,62.5,"CAN",0.327191554306288
"307",7638,-102.5,63.5,"CAN",0.338979844798509
"308",7278,-102.5,64.5,"CAN",0.329065313687688
"309",6918,-102.5,65.5,"CAN",0.329189068442899
"310",6558,-102.5,66.5,"CAN",0.330223553077711
"311",6198,-102.5,67.5,"CAN",0.317644487345107
"312",5838,-102.5,68.5,"CAN",0.327330605152997
"313",5478,-102.5,69.5,"CAN",0.303345555506082
"314",5118,-102.5,70.5,"CAN",0.310541380565964
"315",4398,-102.5,72.5,"CAN",0.325106106946705
"316",4038,-102.5,73.5,"CAN",0.337200450209989
"317",3318,-102.5,75.5,"CAN",0.327014706749939
"318",2958,-102.5,76.5,"CAN",0.333323089330077
"319",2598,-102.5,77.5,"CAN",0.33496980485778
"320",2238,-102.5,78.5,"CAN",0.323381624156328
"321",1878,-102.5,79.5,"CAN",0.333398827126387
"322",23837,-103.5,18.5,"MEX",0.688926549616146
"323",23477,-103.5,19.5,"MEX",0.560242676186155
"324",23117,-103.5,20.5,"MEX",0.465359155231782
"325",22757,-103.5,21.5,"MEX",0.684962594031754
"326",22397,-103.5,22.5,"MEX",0.66482801289522
"327",22037,-103.5,23.5,"MEX",0.612620543182206
"328",21677,-103.5,24.5,"MEX",0.622931405073369
"329",21317,-103.5,25.5,"MEX",0.588747541327434
"330",20957,-103.5,26.5,"MEX",0.640480894479381
"331",20597,-103.5,27.5,"MEX",0.628105046061533
"332",20237,-103.5,28.5,"MEX",0.629291895027459
"333",19877,-103.5,29.5,"USA",0.57389444169953
"334",19517,-103.5,30.5,"USA",0.646299456060717
"335",19157,-103.5,31.5,"USA",0.667671028977252
"336",18797,-103.5,32.5,"USA",0.636648171171959
"337",18437,-103.5,33.5,"USA",0.609671201672976
"338",18077,-103.5,34.5,"USA",0.592297497927865
"339",17717,-103.5,35.5,"USA",0.608003250173231
"340",17357,-103.5,36.5,"USA",0.638841612432203
"341",16997,-103.5,37.5,"USA",0.635596199376049
"342",16637,-103.5,38.5,"USA",0.653557714263944
"343",16277,-103.5,39.5,"USA",0.598357624134596
"344",15917,-103.5,40.5,"USA",0.618546587929391
"345",15557,-103.5,41.5,"USA",0.640945490163759
"346",15197,-103.5,42.5,"USA",0.667223542005577
"347",14837,-103.5,43.5,"USA",0.621030211694451
"348",14477,-103.5,44.5,"USA",0.553417623243515
"349",14117,-103.5,45.5,"USA",0.598061541448321
"350",13757,-103.5,46.5,"USA",0.641565579936192
"351",13397,-103.5,47.5,"USA",0.618303393127728
"352",13037,-103.5,48.5,"USA",0.497014636473545
"353",12677,-103.5,49.5,"CAN",0.472209497195319
"354",12317,-103.5,50.5,"CAN",0.455049263125344
"355",11957,-103.5,51.5,"CAN",0.448956079089588
"356",11597,-103.5,52.5,"CAN",0.45145335555151
"357",11237,-103.5,53.5,"CAN",0.471426023158834
"358",10877,-103.5,54.5,"CAN",0.352544844310536
"359",10517,-103.5,55.5,"CAN",0.411236972123608
"360",10157,-103.5,56.5,"CAN",0.384505687844589
"361",9797,-103.5,57.5,"CAN",0.34746912361134
"362",9437,-103.5,58.5,"CAN",0.349368863230785
"363",9077,-103.5,59.5,"CAN",0.363792670999871
"364",8717,-103.5,60.5,"CAN",0.34408235751571
"365",8357,-103.5,61.5,"CAN",0.324075272667497
"366",7997,-103.5,62.5,"CAN",0.328648665135342
"367",7637,-103.5,63.5,"CAN",0.324356255515792
"368",7277,-103.5,64.5,"CAN",0.320203850311498
"369",6917,-103.5,65.5,"CAN",0.335833551879937
"370",6557,-103.5,66.5,"CAN",0.329410708497535
"371",6197,-103.5,67.5,"CAN",0.333877128494803
"372",5837,-103.5,68.5,"CAN",0.32695150537787
"373",5477,-103.5,69.5,"CAN",0.322834397433678
"374",5117,-103.5,70.5,"CAN",0.302613408177085
"375",3317,-103.5,75.5,"CAN",0.332841198635727
"376",2957,-103.5,76.5,"CAN",0.309905622944402
"377",2597,-103.5,77.5,"CAN",0.35512148914117
"378",2237,-103.5,78.5,"CAN",0.324813040307415
"379",1877,-103.5,79.5,"CAN",0.333008717268163
"380",23836,-104.5,18.5,"MEX",0.556287382511705
"381",23476,-104.5,19.5,"MEX",0.672568703081712
"382",23116,-104.5,20.5,"MEX",0.624408785140273
"383",22756,-104.5,21.5,"MEX",0.629749114261203
"384",22396,-104.5,22.5,"MEX",0.680345043652522
"385",22036,-104.5,23.5,"MEX",0.594463192961715
"386",21676,-104.5,24.5,"MEX",0.502603939256109
"387",21316,-104.5,25.5,"MEX",0.645762984243874
"388",20956,-104.5,26.5,"MEX",0.667379423398323
"389",20596,-104.5,27.5,"MEX",0.706587989893594
"390",20236,-104.5,28.5,"MEX",0.652398338435194
"391",19876,-104.5,29.5,"MEX",0.665685196029321
"392",19516,-104.5,30.5,"USA",0.623152609625976
"393",19156,-104.5,31.5,"USA",0.645452868345369
"394",18796,-104.5,32.5,"USA",0.658821445301244
"395",18436,-104.5,33.5,"USA",0.662898681315201
"396",18076,-104.5,34.5,"USA",0.634191750136997
"397",17716,-104.5,35.5,"USA",0.606532566895981
"398",17356,-104.5,36.5,"USA",0.621752262459928
"399",16996,-104.5,37.5,"USA",0.623310070175169
"400",16636,-104.5,38.5,"USA",0.525965279159564
"401",16276,-104.5,39.5,"USA",0.472607732368603
"402",15916,-104.5,40.5,"USA",0.548360969611516
"403",15556,-104.5,41.5,"USA",0.639947354997129
"404",15196,-104.5,42.5,"USA",0.657642974018828
"405",14836,-104.5,43.5,"USA",0.629040408324401
"406",14476,-104.5,44.5,"USA",0.587600431810806
"407",14116,-104.5,45.5,"USA",0.591808745234923
"408",13756,-104.5,46.5,"USA",0.601217499913131
"409",13396,-104.5,47.5,"USA",0.580218673005089
"410",13036,-104.5,48.5,"USA",0.516306867243599
"411",12676,-104.5,49.5,"CAN",0.493050414499431
"412",12316,-104.5,50.5,"CAN",0.434694374126204
"413",11956,-104.5,51.5,"CAN",0.442421068389884
"414",11596,-104.5,52.5,"CAN",0.444558253189905
"415",11236,-104.5,53.5,"CAN",0.448932719581904
"416",10876,-104.5,54.5,"CAN",0.446107150682281
"417",10516,-104.5,55.5,"CAN",0.432417848859384
"418",10156,-104.5,56.5,"CAN",0.357444698494149
"419",9796,-104.5,57.5,"CAN",0.338169698171988
"420",9436,-104.5,58.5,"CAN",0.335115155681487
"421",9076,-104.5,59.5,"CAN",0.347538547840589
"422",8716,-104.5,60.5,"CAN",0.349686934786655
"423",8356,-104.5,61.5,"CAN",0.336608060243026
"424",7996,-104.5,62.5,"CAN",0.324449209008089
"425",7636,-104.5,63.5,"CAN",0.324600236916028
"426",7276,-104.5,64.5,"CAN",0.325219699221659
"427",6916,-104.5,65.5,"CAN",0.325723184226744
"428",6556,-104.5,66.5,"CAN",0.320252278745983
"429",6196,-104.5,67.5,"CAN",0.325658761060957
"430",5836,-104.5,68.5,"CAN",0.341618194531023
"431",5476,-104.5,69.5,"CAN",0.30571842089548
"432",5116,-104.5,70.5,"CAN",0.306460202005455
"433",4756,-104.5,71.5,"CAN",0.324898368995537
"434",4396,-104.5,72.5,"CAN",0.339852283502975
"435",4036,-104.5,73.5,"CAN",0.3299470601771
"436",3316,-104.5,75.5,"CAN",0.331110349772513
"437",2956,-104.5,76.5,"CAN",0.332499929949691
"438",2596,-104.5,77.5,"CAN",0.331367461436988
"439",2236,-104.5,78.5,"CAN",0.32996491190039
"440",1876,-104.5,79.5,"CAN",0.349399274420191
"441",23475,-105.5,19.5,"MEX",0.72005599190837
"442",23115,-105.5,20.5,"MEX",0.685528006587816
"443",22755,-105.5,21.5,"MEX",0.650424494011975
"444",22395,-105.5,22.5,"MEX",0.698806834196421
"445",22035,-105.5,23.5,"MEX",0.70103880543919
"446",21675,-105.5,24.5,"MEX",0.667437959193416
"447",21315,-105.5,25.5,"MEX",0.613903891270169
"448",20955,-105.5,26.5,"MEX",0.627822931879215
"449",20595,-105.5,27.5,"MEX",0.702590374474925
"450",20235,-105.5,28.5,"MEX",0.687822612528731
"451",19875,-105.5,29.5,"MEX",0.631343667428682
"452",19515,-105.5,30.5,"MEX",0.611076098847318
"453",19155,-105.5,31.5,"USA",0.644617100650325
"454",18795,-105.5,32.5,"USA",0.643387160399769
"455",18435,-105.5,33.5,"USA",0.636246256308947
"456",18075,-105.5,34.5,"USA",0.63371046382837
"457",17715,-105.5,35.5,"USA",0.60729203639281
"458",17355,-105.5,36.5,"USA",0.599778890422242
"459",16995,-105.5,37.5,"USA",0.566272052467337
"460",16635,-105.5,38.5,"USA",0.596321370567742
"461",16275,-105.5,39.5,"USA",0.460634620777758
"462",15915,-105.5,40.5,"USA",0.471687746608606
"463",15555,-105.5,41.5,"USA",0.65869243186381
"464",15195,-105.5,42.5,"USA",0.635323357253971
"465",14835,-105.5,43.5,"USA",0.643359856314091
"466",14475,-105.5,44.5,"USA",0.629848225028598
"467",14115,-105.5,45.5,"USA",0.595851436449496
"468",13755,-105.5,46.5,"USA",0.608576189288409
"469",13395,-105.5,47.5,"USA",0.576650963134305
"470",13035,-105.5,48.5,"USA",0.536960712179248
"471",12675,-105.5,49.5,"CAN",0.495632679815813
"472",12315,-105.5,50.5,"CAN",0.463803988749557
"473",11955,-105.5,51.5,"CAN",0.46207578741152
"474",11595,-105.5,52.5,"CAN",0.456419770245304
"475",11235,-105.5,53.5,"CAN",0.482773677678408
"476",10875,-105.5,54.5,"CAN",0.390138516058546
"477",10515,-105.5,55.5,"CAN",0.394482955407502
"478",10155,-105.5,56.5,"CAN",0.34233555943862
"479",9795,-105.5,57.5,"CAN",0.388396043756555
"480",9435,-105.5,58.5,"CAN",0.393110563502024
"481",9075,-105.5,59.5,"CAN",0.351868875060196
"482",8715,-105.5,60.5,"CAN",0.330018524709628
"483",8355,-105.5,61.5,"CAN",0.340010747630654
"484",7995,-105.5,62.5,"CAN",0.330703061979775
"485",7635,-105.5,63.5,"CAN",0.324923318510159
"486",7275,-105.5,64.5,"CAN",0.335813714367499
"487",6915,-105.5,65.5,"CAN",0.325345491120958
"488",6555,-105.5,66.5,"CAN",0.327586100815688
"489",6195,-105.5,67.5,"CAN",0.325286820403474
"490",5835,-105.5,68.5,"CAN",0.329046907855884
"491",5475,-105.5,69.5,"CAN",0.309844184630797
"492",5115,-105.5,70.5,"CAN",0.305035852870054
"493",4755,-105.5,71.5,"CAN",0.319444643999907
"494",4395,-105.5,72.5,"CAN",0.329641220107744
"495",4035,-105.5,73.5,"CAN",0.321896822142113
"496",3315,-105.5,75.5,"CAN",0.327015769602267
"497",2955,-105.5,76.5,"CAN",0.355633632156589
"498",2595,-105.5,77.5,"CAN",0.325943553332442
"499",1875,-105.5,79.5,"CAN",0.354489009824936
"500",22754,-106.5,21.5,"MEX",0.511237533269987
"501",22394,-106.5,22.5,"MEX",0.53169021908731
"502",22034,-106.5,23.5,"MEX",0.696251476890393
"503",21674,-106.5,24.5,"MEX",0.709602176341448
