gridid,lon,lat,pop,weight_pubs,weight_pop,bsm_response,bsm_weight_pubs,bsm_weight_pop,pubs_fit,country
16380,-0.5,39.5,2154336.75,3.762860592980283e-4,3.5238475557258304e-4,0.42056683123981203,1.5825343559868775e-4,1.4820134002837694e-4,50.65290322580907,Spain
16020,-0.5,40.5,142617.7344,4.224955861234103e-5,2.3327975757206742e-5,0.5424285020866046,2.2917364791912353e-5,1.265375894669428e-5,5.687329495321731,Spain
15660,-0.5,41.5,557864.3125,1.016641415312547e-4,9.124983798516159e-5,0.479588506964018,4.875695384875306e-5,4.376237356001218e-5,13.68529020746686,Spain
15300,-0.5,42.5,107674.5,4.812655374877345e-5,1.7612312635849568e-5,0.5365354008281147,2.582159980607397e-5,9.449629219585617e-6,6.478448003564117,Spain
14940,-0.5,43.5,547036.5625,1.176182338553882e-4,8.947874345356107e-5,0.45329429076411176,5.331567389640563e-5,4.056020355224587e-5,15.832914533644475,France
14580,-0.5,44.5,1066602.5,7.088507145360484e-4,1.7446411813547998e-4,0.3478534383756058,2.465761583463694e-4,6.0687943366594596e-5,95.42034778519952,France
14220,-0.5,45.5,496889.5313,8.737507452474676e-5,8.127619604211173e-5,0.3438508663092285,3.0043995069167577e-5,2.7946890419398807e-5,11.761799526951128,France
13860,-0.5,46.5,505592.5625,8.810991119510615e-5,8.269975042475528e-5,0.40740957630062435,3.5896821587883836e-5,3.369267028071693e-5,11.860717915849,France
13500,-0.5,47.5,786448,3.826267717748029e-4,1.2863926043620933e-4,0.3620552115672845,1.3853201680623335e-4,4.657451465309078e-5,51.50644400291866,France
13140,-0.5,48.5,451841.9375,7.972579126029252e-5,7.390776335379315e-5,0.41603347739287494,3.3168598175917976e-5,3.074810379440825e-5,10.732108430597423,France
12780,-0.5,49.5,459602.6875,1.0866089357189604e-4,7.517718884718916e-5,0.39735663815594513,4.317712736874956e-5,2.9872155026333697e-5,14.627142277859107,France
28620,-0.5,5.5,4000740.5,4.5573915589476854e-4,6.544009255757409e-4,0.5484304801631392,2.4994124409651166e-4,3.588934138327063e-4,61.34830347638814,Ghana
12420,-0.5,50.5,846233.9375,0.0010651889823805388,1.384184432740898e-4,0.4407959026382434,4.695309389687416e-4,6.101428264478291e-5,143.38802384115374,England
12060,-0.5,51.5,9515658,0.00835131220042684,0.0015564757081000889,0.4567757107443059,0.003814676565997563,7.109602978236649e-4,1124.1931457303815,England
11700,-0.5,52.5,1692180.875,0.008794722294861298,2.7678994197238415e-4,0.3659532842010942,0.003218457507441076,1.0129218829862427e-4,1183.881800273245,England
11340,-0.5,53.5,1296974.375,0.0018955624726563845,2.1214603432739967e-4,0.4024893567792486,7.629437203543501e-4,8.538652089970348e-5,255.16688730127055,England
10980,-0.5,54.5,247440.5625,5.4121857254455816e-5,4.0473840561511546e-5,0.510257531733912,2.7616085295513743e-5,2.065208198470877e-5,7.285492327367143,England
28260,-0.5,6.5,1343649.625,2.020110929965557e-5,2.197807026597944e-4,0.6690392584957963,1.3515335186634098e-5,1.4704191833919393e-4,2.7193269830892377,Ghana
8820,-0.5,60.5,1664.142089,1.1846374284832279e-5,2.7220363913409207e-7,0.45041357908741714,5.335767840840448e-6,1.2260421534300614e-7,1.5946730828820443,England
27900,-0.5,7.5,314235.5625,9.36370901552098e-6,5.139949540561643e-5,0.6737263495699436,6.3085774934621205e-6,3.462919440936305e-5,1.2604746704744727,Ghana
27540,-0.5,8.5,310645.6563,8.985026425845261e-6,5.08122946261582e-5,0.6884741599739588,6.185958520877637e-6,3.4982951859093564e-5,1.2094991636913452,Ghana
27180,-0.5,9.5,694402.375,1.5278758449016833e-5,1.1358336211058746e-4,0.6119816528096094,9.350319848508105e-6,6.951093367610967e-5,2.056715772495847,Ghana
26819,-1.5,10.5,374804.6875,9.58557553175912e-6,6.13067841841095e-5,0.6453292641582872,6.185852404443795e-6,3.956306192544231e-5,1.2903407335357062,Ghana
26459,-1.5,11.5,411763.1875,9.369486213858901e-6,6.735208419991683e-5,0.6060785796761542,5.678644896790911e-6,4.082065553011434e-5,1.2612523550606967,Burkina Faso
26099,-1.5,12.5,1764470.625,2.834967876503735e-5,2.8861437280203655e-4,0.44268392505115256,1.2549947069646046e-5,1.2776494337818215e-4,3.816228370636679,Burkina Faso
25739,-1.5,13.5,731123,9.58557553175912e-6,1.1958975292441797e-4,0.4944042533961363,4.73914931415164e-6,5.912568250842528e-5,1.2903407335357062,Burkina Faso
25379,-1.5,14.5,165632.8281,8.059619750434066e-6,2.7092553494626208e-5,0.6148499262644638,4.9554566092740015e-6,1.6657854518486966e-5,1.0849276213345365,Burkina Faso
25019,-1.5,15.5,47648.89844,8.059619750434066e-6,7.79392795953661e-6,0.6581787598933634,5.304670532552752e-6,5.129797839106018e-6,1.0849276213345365,Mali
24659,-1.5,16.5,46411.09375,8.059619750434066e-6,7.591460307656166e-6,0.5967572736770684,4.809636709142888e-6,4.530259156424573e-6,1.0849276213345365,Mali
24299,-1.5,17.5,19339.96094,8.059619750434066e-6,3.163436453760167e-6,0.47725644734007894,3.846505489004096e-6,1.5097704433076752e-6,1.0849276213345365,Mali
23939,-1.5,18.5,1578.092407,8.059619750434066e-6,2.581284969082221e-7,0.47271204204584066,3.809879310340676e-6,1.2202044888370914e-7,1.0849276213345365,Mali
23579,-1.5,19.5,2392.487548,8.059619750434066e-6,3.913390698146093e-7,0.4581887849890966,3.692827380925511e-6,1.7930717291711907e-7,1.0849276213345365,Mali
23219,-1.5,20.5,3136.194824,8.059619750434066e-6,5.129872321415118e-7,0.44535326730402036,3.5893779890838245e-6,2.2846053991946826e-7,1.0849276213345365,Mali
22859,-1.5,21.5,2982.974365,8.059619750434066e-6,4.879249692462454e-7,0.4436304005285953,3.5754923379932422e-6,2.164583495346144e-7,1.0849276213345365,Mali
22499,-1.5,22.5,3533.11499,8.059619750434066e-6,5.779114440493016e-7,0.4365295524858987,3.5182622028634935e-6,2.522754240473211e-7,1.0849276213345365,Mali
22139,-1.5,23.5,6603.339355,8.059619750434066e-6,1.0801078914772694e-6,0.43808733576071207,3.5308173437120752e-6,4.7318158851139725e-7,1.0849276213345365,Algeria
21779,-1.5,24.5,6683.24707,8.059619750434066e-6,1.0931783924649346e-6,0.44699514875772683,3.6026109292759885e-6,4.886454381585962e-7,1.0849276213345365,Algeria
21419,-1.5,25.5,6626.83789,8.059619750434066e-6,1.0839515456842027e-6,0.43796943294514595,3.5298670918511068e-6,4.747376438033247e-7,1.0849276213345365,Algeria
21059,-1.5,26.5,6570.664062,8.059619750434066e-6,1.0747631954184625e-6,0.43774657770090886,3.5280709633231655e-6,4.704739106333251e-7,1.0849276213345365,Algeria
20699,-1.5,27.5,6512.489257,8.059619750434066e-6,1.065247545443867e-6,0.43544210004422657,3.509497749686935e-6,4.6385362825503515e-7,1.0849276213345365,Algeria
20339,-1.5,28.5,6308.405761,8.059619750434066e-6,1.0318656181038827e-6,0.43608156670005926,3.514651607776028e-6,4.499775753666662e-7,1.0849276213345365,Algeria
19979,-1.5,29.5,3857.804199,8.059619750434066e-6,6.310208418955391e-7,0.49303422033157457,3.973668339824219e-6,3.111148687969409e-7,1.0849276213345365,Algeria
19619,-1.5,30.5,3819.124511,8.059619750434066e-6,6.246940072437587e-7,0.46994997090671714,3.7876180672356924e-6,2.9357493052980496e-7,1.0849276213345365,Algeria
19259,-1.5,31.5,3933.14331,8.059619750434066e-6,6.433440565530389e-7,0.5103218249189304,4.112999859194167e-6,3.283125129908944e-7,1.0849276213345365,Algeria
18899,-1.5,32.5,34952.26563,1.0182572428706497e-5,5.7171403592012926e-6,0.5572378357597311,5.674114622639116e-6,3.1858069204959397e-6,1.3707041307436616,Moracco
18539,-1.5,33.5,27165.93359,9.369486213858901e-6,4.44353041278861e-6,0.5381512365853955,5.042200592157984e-6,2.3912913864470036e-6,1.2612523550606967,Algeria
18179,-1.5,34.5,1035876.313,1.2281874276458802e-4,1.6943823724862583e-4,0.5306099334074019,6.516884491949888e-5,8.990561178316092e-5,16.532969366911683,Algeria
17819,-1.5,35.5,438941.1875,1.9498818152595604e-5,7.179758831479193e-5,0.4988035494676525,9.726079704938982e-6,3.5812891894635466e-5,2.6247896367556174,Algeria
17459,-1.5,36.5,3957.973876,1.3334651269321583e-5,6.47405591004716e-7,0.4106677216213761,5.476110855387885e-6,2.6586857902284714e-7,1.7950141484244921,Spain
17099,-1.5,37.5,637797.6875,1.9894550016353365e-4,1.0432453617775688e-4,0.4938423017542303,9.824770372440606e-5,5.151986907546593e-5,26.780601932989168,Spain
16739,-1.5,38.5,502062.4375,1.016641415312547e-4,8.21223280532223e-5,0.4889418470325843,4.9707853137273734e-5,4.015304276095832e-5,13.68529020746686,Spain
16379,-1.5,39.5,172225.4531,4.224955861234103e-5,2.8170908839586413e-5,0.5168565114140844,2.183695947315947e-5,1.4560317666192826e-5,5.687329495321731,Spain
28979,-1.5,4.5,287788.3438,1.4386342966064598e-5,4.707352515181365e-5,0.5802264825453187,8.347337175890249e-6,2.7313305919845426e-5,1.93658526545681,Ghana
16019,-1.5,40.5,95599.20313,4.1776009177673074e-5,1.5637156924468174e-5,0.5754099515739657,2.403833141787841e-5,8.997775708662735e-6,5.623583701146894,Spain
15659,-1.5,41.5,327478.2188,5.0972373405051934e-5,5.356559604118662e-5,0.5066801778913731,2.582669122441721e-5,2.7140625731005867e-5,6.861531628603251,Spain
15299,-1.5,42.5,505105.6875,1.016641415312547e-4,8.262011230510226e-5,0.4541120110507354,4.616690776250466e-5,3.75187853521076e-5,13.68529020746686,Spain
14939,-1.5,43.5,684778.75,1.6991541819486e-4,1.12009226245641e-4,0.48566568804460775,8.252208848699394e-5,5.439903793193337e-5,22.872782612391138,France
14579,-1.5,44.5,113879.6953,7.039421072400788e-5,1.8627296123955892e-5,0.46637004965404116,3.2829751550712594e-5,8.687213018249837e-6,9.475958663236787,France
14219,-1.5,45.5,92321.58594,4.385779145773374e-5,1.5101037242919482e-5,0.4704984375616599,2.063502235576884e-5,7.105014428354052e-6,5.9038181498156375,France
13859,-1.5,46.5,578568.5,1.2042978484694985e-4,9.463642090982108e-5,0.3883974484836527,4.6774621155990586e-5,3.675654441499951e-5,16.211385159305376,France
13499,-1.5,47.5,1079538.375,3.8704163198723595e-4,1.7658003856899275e-4,0.3423585227015461,0.00013250700135114557,6.045368114306239e-5,52.10074050041056,France
13139,-1.5,48.5,868257.5625,5.158863078424992e-4,1.420208465253212e-4,0.3550935853122062,1.8318791866526955e-4,5.043069158175088e-5,69.44487732395507,France
12779,-1.5,49.5,324296.4063,7.076317320712707e-5,5.3045147128039553e-5,0.4366931642545039,3.0901794020509845e-5,2.31644531476893e-5,9.525625719694458,France
28619,-1.5,5.5,1433693.25,2.020110929965557e-5,2.3450913394450155e-4,0.6465621081845215,1.306127181645125e-5,1.5162472003168325e-4,2.7193269830892377,Ghana
12419,-1.5,50.5,1571199.125,7.595405508903008e-4,2.5700096311265236e-4,0.4655851936467483,3.5363083446881855e-4,1.1965584317820506e-4,102.24384632291826,England
12059,-1.5,51.5,1438580.75,0.0033140966214726085,2.3530858207760377e-4,0.4249215649899793,0.0014082311229241438,9.998769095198839e-5,446.1196775708253,England
11699,-1.5,52.5,4571660,0.0022339141697517865,7.477861999341352e-4,0.3568355788990388,7.971400559741443e-4,2.6683672154620945e-4,300.71334151016146,England
11339,-1.5,53.5,4636425,0.006376110527198143,7.583798077787111e-4,0.4004955695063173,0.0025536040168254452,3.0372775301842637e-4,858.3058062096065,England
10979,-1.5,54.5,2066883.25,0.0010372649201882515,3.380799909059324e-4,0.36443364908477505,3.7801423993183246e-4,1.2320772476839652e-4,139.62908889007937,England
10619,-1.5,55.5,540121.3125,3.060224557493533e-4,8.834761635331859e-5,0.4640313295525898,1.4200400701432097e-4,4.099606187923255e-5,41.194525954306734,England
9899,-1.5,57.5,35197.98438,2.4442560649286085e-5,5.757332562977397e-6,0.5695691491385887,1.3921728471782226e-5,3.2791990092029262e-06,3.2902804357645903,England
9179,-1.5,59.5,1809.046142,1.2556147053827174e-5,2.9590558791154365e-7,0.41782637358159336,5.2462893896578155e-6,1.2363715871960965e-7,1.6902175509584925,England
28259,-1.5,6.5,2917016.75,0.0019541647962365077,4.771362854251456e-4,0.563676035072703,0.0011015158642212514,2.689502895577636e-4,263.05550754579707,Ghana
8819,-1.5,60.5,18602.2168,1.031661255815982e-5,3.0427636812936496e-6,0.5489301476182927,5.6630996544714025e-6,1.670264716740103e-6,1.3887476418911118,England
27899,-1.5,7.5,815622.875,1.5278758449016833e-5,1.3341139329600278e-4,0.6691085039816193,1.0223147208518179e-5,8.926669778239185e-5,2.056715772495847,Ghana
27539,-1.5,8.5,193751.875,8.7824753922382e-6,3.169198460435893e-5,0.7136777823224292,6.267857561233865e-6,2.261786528983545e-5,1.1822332109671705,Ghana
27179,-1.5,9.5,172129,9.369486213858901e-6,2.815513201079318e-5,0.7072568488715437,6.626633295159217e-6,1.9912909945515915e-5,1.2612523550606967,Ghana
26810,-10.5,10.5,176019.4688,9.369486213858901e-6,2.8791495799857613e-5,0.7676443668044749,7.192433311920973e-6,2.2101629562635396e-5,1.2612523550606967,Guinea
26450,-10.5,11.5,154269.6406,9.152621273582469e-6,2.523387747765118e-5,0.7294786217407376,6.676641551967894e-6,1.8407574163571622e-5,1.2320595679205473,Guinea
26090,-10.5,12.5,79630.07813,8.059619750434066e-6,1.3025087938580512e-5,0.7360564279580923,5.9323349242049904e-6,9.587199701911603e-6,1.0849276213345365,Mali
25730,-10.5,13.5,81106.27344,8.7824753922382e-6,1.3266549132375652e-5,0.7308824992818805,6.41895756456067e-6,9.696288586716581e-6,1.1822332109671705,Mali
25370,-10.5,14.5,140116.0469,8.7824753922382e-6,2.2918774856648144e-5,0.6951623520850773,6.105246250797619e-6,1.5932269436255854e-5,1.1822332109671705,Mali
25010,-10.5,15.5,118562.8594,8.059619750434066e-6,1.9393321044008336e-5,0.622158012554582,5.014357005875715e-6,1.2065710077573177e-5,1.0849276213345365,Mauritania
24650,-10.5,16.5,45504.42188,8.059619750434066e-6,7.4431560347543156e-6,0.6004162230851752,4.839126450058304e-6,4.468991634220815e-6,1.0849276213345365,Mauritania
24290,-10.5,17.5,15908.61914,8.059619750434066e-6,2.602172045362089e-6,0.613225622224929,4.942365336356258e-6,1.5957185716534833e-6,1.0849276213345365,Mauritania
23930,-10.5,18.5,544.833984,8.059619750434066e-6,8.911846779732862e-8,0.4855808187348538,3.913596757107372e-6,4.3274218557422533e-8,1.0849276213345365,Mauritania
23570,-10.5,19.5,470.92749,8.059619750434066e-6,7.702958623161399e-8,0.4409396483736352,3.5538058987816024e-6,3.3965398667334485e-8,1.0849276213345365,Mauritania
23210,-10.5,20.5,606.728637,8.059619750434066e-6,9.924257312517715e-8,0.4378232552704625,3.5286889553771554e-6,4.3450706427081975e-8,1.0849276213345365,Mauritania
22850,-10.5,21.5,494.780212,8.059619750434066e-6,8.093117478860759e-8,0.4350787287276832,3.506569115047381e-6,3.521143264146531e-8,1.0849276213345365,Mauritania
22490,-10.5,22.5,220.742568,8.059619750434066e-6,3.6106850922514454e-8,0.43412118680122275,3.4988516912250116e-6,1.5674748974136798e-8,1.0849276213345365,Mauritania
22130,-10.5,23.5,218.893554,8.059619750434066e-6,3.580440779404798e-8,0.4343403552451988,3.500618105544753e-6,1.5551299200610765e-8,1.0849276213345365,Mauritania
21770,-10.5,24.5,217.567596,8.059619750434066e-6,3.5587520909613826e-8,0.43625883616810696,3.5160803322818544e-6,1.5525370454136298e-8,1.0849276213345365,Mauritania
21410,-10.5,25.5,502.636108,8.059619750434066e-6,8.221616330851453e-8,0.4292060365604131,3.4592374492678315e-6,3.5287673594851184e-8,1.0849276213345365,Mauritania
21050,-10.5,26.5,10017.4375,1.1846374284832279e-5,1.6385517560804397e-6,0.42144801547401395,4.992630932904955e-6,6.905643858515619e-7,1.5946730828820443,Morocco (includes Western Sahara)
20690,-10.5,27.5,11735.02832,8.059619750434066e-6,1.9194980014988557e-6,0.469418545051767,3.7833349769192447e-6,9.010479590933673e-7,1.0849276213345365,Morocco (includes Western Sahara)
20330,-10.5,28.5,83637.24219,8.7824753922382e-6,1.3680539565547531e-5,0.5771608999264889,5.068901400966443e-6,7.895872527131351e-6,1.1822332109671705,Moracco
19970,-10.5,29.5,94092.41406,9.208550164340384e-6,1.5390691510864016e-5,0.6443570698778244,5.933594401717328e-6,9.917100885333843e-6,1.2395883100067475,Moracco
28610,-10.5,5.5,36037.94531,1.3231740711707684e-5,5.894724930725183e-6,0.5724173484174814,7.5740779331433505e-6,3.374242814496131e-6,1.7811610747138813,Liberia
12050,-10.5,51.5,7722.315917,9.830611436693678e-6,1.2631388323419318e-6,0.5795422868522955,5.697255033177784e-6,7.320423675073814e-7,1.3233256918481484,Ireland
11690,-10.5,52.5,8745.190429,9.830611436693678e-6,1.4304503656444878e-6,0.5656968815389201,5.561146233358456e-6,8.092013110412948e-7,1.3233256918481484,Ireland
11330,-10.5,53.5,4964.571289,1.3393370511019049e-5,8.120546800294469e-7,0.4765631438607303,6.382786757622834e-6,3.8699533130165264e-7,1.8029185073389395,Ireland
10970,-10.5,54.5,2236.137695,NA,3.657649320976464e-7,0.39522365611699883,NA,1.4455895374301762e-7,NA,Ireland
28250,-10.5,6.5,662239.875,1.4386342966064598e-5,1.0832254357741097e-4,0.6940409163218553,9.98471065468795e-6,7.518027740278042e-5,1.93658526545681,Liberia
27890,-10.5,7.5,186817.1563,9.369486213858901e-6,3.055767300982102e-5,0.726253236399772,6.804619686218073e-6,2.219260892022848e-5,1.2612523550606967,Liberia
27530,-10.5,8.5,806721.5625,1.0293139690356389e-5,1.3195540605093182e-4,0.717740326126531,7.387801438222335e-6,9.470971617315462e-5,1.3855878944811295,Guinea
27170,-10.5,9.5,257598.4219,9.369486213858901e-6,4.213536112082506e-5,0.7684245147518436,7.199742897358614e-6,3.2377844423163695e-5,1.2612523550606967,Guinea
24560,-100.5,16.5,17982.35742,1.2556147053827174e-5,2.9413733131858445e-6,0.474355954970731,5.95608312647112e-6,1.3952579469016944e-6,1.6902175509584925,Mexico
24200,-100.5,17.5,232914.0469,2.5195360727501653e-5,3.809773912378259e-5,0.6432300816896873,1.6206413938952028e-5,2.450561184878307e-5,3.3916169284886895,Mexico
23840,-100.5,18.5,531879.3125,2.75161420726396e-5,8.699947282124116e-5,0.5208811863908203,1.433264072769488e-5,4.531638861850401e-5,3.704023699823339,Mexico
23480,-100.5,19.5,980270.75,6.129919530312403e-5,1.6034283806081042e-4,0.5220754056027396,3.200280225100002e-5,8.371105221609199e-5,8.251653577869822,Mexico
23120,-100.5,20.5,2309403.5,1.4880453251856242e-4,3.7774901619534073e-4,0.4173749530584867,6.210728477482505e-5,1.5766297790241988e-4,20.030988124528683,Mexico
22760,-100.5,21.5,467812.1875,4.224955861234103e-5,7.652001635587513e-5,0.5200342052397183,2.1971215634697666e-5,3.979302589055777e-5,5.687329495321731,Mexico
22400,-100.5,22.5,780677.1875,5.0972373405051934e-5,1.2769532892120003e-4,0.5311947008966696,2.707625464488992e-5,6.78310820521987e-5,6.861531628603251,Mexico
22040,-100.5,23.5,159378.6094,1.3306407702465849e-5,2.6069551251408203e-5,0.5880593675066725,7.824957697297983e-6,1.533044382008589e-5,1.7912122040703378,Mexico
21680,-100.5,24.5,103371.6719,1.1993290270573394e-5,1.6908499256493096e-5,0.6147421131959797,7.372780605105072e-6,1.0394366563909217e-5,1.6144498485213343,Mexico
21320,-100.5,25.5,3657009.75,6.420748781973164e-4,5.981769038105593e-4,0.5163513501787732,3.315362302730557e-4,3.088694519283405e-4,86.43146846769784,Mexico
20960,-100.5,26.5,64398.30469,1.0701606712685306e-5,1.0533627510868194e-5,0.6936405086614114,7.42306792368141e-6,7.30655074468845e-6,1.4405727658089669,Mexico
20600,-100.5,27.5,22435.02734,9.469897805364e-6,3.669696311623574e-6,0.6977124291425012,6.607265401511758e-6,2.560392727798161e-6,1.2747690360579826,Mexico
20240,-100.5,28.5,240071.8906,6.0667595312697427e-5,3.9268547263527346e-5,0.6208585155221106,3.766599316613748e-5,2.4380211960743425e-5,8.166632162906474,Mexico
19880,-100.5,29.5,108585.1484,4.276565001923084e-5,1.7761267349566708e-5,0.643232221911717,2.7508244083368715e-5,1.1424619461229827e-5,5.756801981593556,U.S.A
19520,-100.5,30.5,8994.145507,9.830611436693678e-6,1.471171935431376e-6,0.6211046947717968,6.105838915807761e-6,9.137517959129382e-7,1.3233256918481484,U.S.A
19160,-100.5,31.5,115744.1797,5.58170556523193e-5,1.893226974498468e-5,0.5954067939289717,3.323385415250242e-5,1.1272402030659799e-5,7.513687654495956,U.S.A
18800,-100.5,32.5,53995.76172,4.224955861234103e-5,8.83208407211994e-6,0.5679180720421809,2.399428787175384e-5,5.015900158352811e-6,5.687329495321731,U.S.A
18440,-100.5,33.5,6140.20166,9.711976642538345e-6,1.0043524816282638e-6,0.5717198051137607,5.5525293933414195e-6,5.742082050620329e-7,1.3073559353315927,U.S.A
18080,-100.5,34.5,20911.92578,2.001254032210149e-5,3.4205626648374716e-6,0.5701357466826731,1.1409864619558436e-5,1.950185048991986e-6,2.693943193455215,U.S.A
17720,-100.5,35.5,33328.36719,5.4938720920902986e-5,5.451519371742345e-6,0.5963164787492264,3.276086460653933e-5,3.2508308355905903e-6,7.395452596217967,U.S.A
17360,-100.5,36.5,18399.58398,1.1993290270573394e-5,3.0096190409551868e-6,0.5927604346957025,7.109147954216825e-6,1.7839830909850598e-6,1.6144498485213343,U.S.A
17000,-100.5,37.5,104201.6719,4.1775801704647166e-5,1.7044262315413777e-5,0.5238411235129822,2.188388290061793e-5,8.928485520756335e-6,5.623555772631225,U.S.A
16640,-100.5,38.5,10910.06152,9.835183917172124e-6,1.7845582228530629e-6,0.5603361810441443,5.511009396015015e-6,9.999525394444103e-7,1.3239412060439406,U.S.A
16280,-100.5,39.5,14484.68359,1.12418946214447e-5,2.3692589779236484e-6,0.5769941232914239,6.486507131235059e-6,1.3670485068173904e-6,1.5133024098662529,U.S.A
15920,-100.5,40.5,24745.83984,1.7789639041913e-5,4.047675797879179e-6,0.599937939391111,1.0672679389316942e-5,2.4283542775029054e-6,2.394712327353063,U.S.A
15560,-100.5,41.5,34536.91406,3.5935668293599686e-5,5.649201323453451e-6,0.6477649406061956,2.3277866037847546e-5,3.6593545597592664e-6,4.837399322808285,U.S.A
15200,-100.5,42.5,5612.456054,9.214710504158902e-6,9.180291589746375e-7,0.6505973566252765,5.995066296072951e-6,5.97267344133825e-7,1.240417570323347,U.S.A
14840,-100.5,43.5,12165.59668,1.0031136763139616e-5,1.98992604683387e-6,0.5972209216466033,5.990804742845367e-6,1.188425467698706e-6,1.350318958549919,U.S.A
