lon,lat,bsm_response
-102.5,24.5,0.6754603800676551
-102.5,25.5,0.6348878997285785
-102.5,26.5,0.6957939263217005
-102.5,27.5,0.6877648568222763
-102.5,28.5,0.6870349578868831
-102.5,29.5,0.6821802889291272
-102.5,30.5,0.6665960316070946
-102.5,31.5,0.647613066579733
-102.5,32.5,0.5733621063750997
-102.5,33.5,0.5211152706658504
-102.5,34.5,0.45615898184261044
-102.5,35.5,0.5949992287512241
-102.5,36.5,0.5963566962109776
-102.5,37.5,0.6077676549423244
-102.5,38.5,0.5826024914482962
-102.5,39.5,0.5757758610172767
-102.5,40.5,0.5815554771254973
-102.5,41.5,0.6565800825554587
-102.5,42.5,0.6400963285764889
-102.5,43.5,0.6301028531515702
-102.5,44.5,0.5914226415760174
-102.5,45.5,0.5837268119848952
-102.5,46.5,0.5534721797232514
-102.5,47.5,0.6011241727140741
-102.5,48.5,0.5310354041594726
-102.5,49.5,0.4856845135281349
-102.5,50.5,0.4821404367508172
-102.5,51.5,0.4735121317430503
-102.5,52.5,0.46986518073757944
-102.5,53.5,0.5122550880962252
-102.5,54.5,0.43908081615853917
-102.5,55.5,0.44764153714238103
-102.5,56.5,0.3686650695464671
-102.5,57.5,0.3266257509920084
-102.5,58.5,0.3629501916117777
-102.5,59.5,0.35604155098902
-102.5,60.5,0.3428861188829403
-102.5,61.5,0.32920752364654304
-102.5,62.5,0.3271915543062877
-102.5,63.5,0.33897984479850934
-102.5,64.5,0.3290653136876884
-102.5,65.5,0.3291890684428986
-102.5,66.5,0.33022355307771073
-102.5,67.5,0.3176444873451072
-102.5,68.5,0.3273306051529971
-102.5,69.5,0.3033455555060822
-102.5,70.5,0.3105413805659636
-102.5,72.5,0.3251061069467047
-102.5,73.5,0.3372004502099886
-102.5,75.5,0.3270147067499392
-102.5,76.5,0.3333230893300767
-102.5,77.5,0.33496980485777955
-102.5,78.5,0.3233816241563284
-102.5,79.5,0.33339882712638663
-103.5,18.5,0.6889265496161459
-103.5,19.5,0.5602426761861554
-103.5,20.5,0.4653591552317821
-103.5,21.5,0.6849625940317543
-103.5,22.5,0.6648280128952195
-103.5,23.5,0.6126205431822059
-103.5,24.5,0.622931405073369
-103.5,25.5,0.5887475413274341
-103.5,26.5,0.6404808944793808
-103.5,27.5,0.6281050460615334
-103.5,28.5,0.6292918950274593
-103.5,29.5,0.57389444169953
-103.5,30.5,0.6462994560607174
-103.5,31.5,0.6676710289772522
-103.5,32.5,0.636648171171959
-103.5,33.5,0.6096712016729758
-103.5,34.5,0.5922974979278653
-103.5,35.5,0.6080032501732313
-103.5,36.5,0.6388416124322032
-103.5,37.5,0.6355961993760493
-103.5,38.5,0.6535577142639439
-103.5,39.5,0.5983576241345965
-103.5,40.5,0.6185465879293914
-103.5,41.5,0.640945490163759
-103.5,42.5,0.6672235420055768
-103.5,43.5,0.6210302116944515
-103.5,44.5,0.5534176232435154
-103.5,45.5,0.5980615414483206
-103.5,46.5,0.6415655799361921
-103.5,47.5,0.6183033931277282
-103.5,48.5,0.49701463647354455
-103.5,49.5,0.47220949719531924
-103.5,50.5,0.4550492631253437
-103.5,51.5,0.44895607908958823
-103.5,52.5,0.4514533555515099
-103.5,53.5,0.47142602315883386
-103.5,54.5,0.35254484431053607
-103.5,55.5,0.4112369721236077
-103.5,56.5,0.3845056878445892
-103.5,57.5,0.34746912361133986
-103.5,58.5,0.3493688632307848
-103.5,59.5,0.36379267099987134
-103.5,60.5,0.34408235751570965
-103.5,61.5,0.3240752726674971
-103.5,62.5,0.32864866513534247
-103.5,63.5,0.324356255515792
-103.5,64.5,0.320203850311498
-103.5,65.5,0.33583355187993685
-103.5,66.5,0.32941070849753507
-103.5,67.5,0.3338771284948028
-103.5,68.5,0.3269515053778695
-103.5,69.5,0.3228343974336776
-103.5,70.5,0.30261340817708543
-103.5,75.5,0.33284119863572736
-103.5,76.5,0.30990562294440227
-103.5,77.5,0.35512148914117003
-103.5,78.5,0.32481304030741487
-103.5,79.5,0.3330087172681634
-104.5,18.5,0.5562873825117054
-104.5,19.5,0.6725687030817119
-104.5,20.5,0.6244087851402733
-104.5,21.5,0.6297491142612028
-104.5,22.5,0.6803450436525222
-104.5,23.5,0.5944631929617149
-104.5,24.5,0.5026039392561089
-104.5,25.5,0.6457629842438737
-104.5,26.5,0.6673794233983228
-104.5,27.5,0.7065879898935943
-104.5,28.5,0.6523983384351942
-104.5,29.5,0.6656851960293212
-104.5,30.5,0.6231526096259755
-104.5,31.5,0.6454528683453693
-104.5,32.5,0.6588214453012444
-104.5,33.5,0.6628986813152006
-104.5,34.5,0.6341917501369975
-104.5,35.5,0.6065325668959809
-104.5,36.5,0.621752262459928
-104.5,37.5,0.6233100701751694
-104.5,38.5,0.5259652791595644
-104.5,39.5,0.4726077323686028
-104.5,40.5,0.5483609696115156
-104.5,41.5,0.6399473549971288
-104.5,42.5,0.6576429740188281
-104.5,43.5,0.6290404083244011
-104.5,44.5,0.5876004318108056
-104.5,45.5,0.5918087452349232
-104.5,46.5,0.6012174999131313
-104.5,47.5,0.580218673005089
-104.5,48.5,0.5163068672435994
-104.5,49.5,0.49305041449943104
-104.5,50.5,0.43469437412620354
-104.5,51.5,0.44242106838988393
-104.5,52.5,0.4445582531899053
-104.5,53.5,0.44893271958190445
-104.5,54.5,0.4461071506822809
-104.5,55.5,0.4324178488593843
-104.5,56.5,0.35744469849414856
-104.5,57.5,0.3381696981719883
-104.5,58.5,0.33511515568148686
-104.5,59.5,0.3475385478405888
-104.5,60.5,0.34968693478665513
-104.5,61.5,0.33660806024302603
-104.5,62.5,0.32444920900808916
-104.5,63.5,0.3246002369160282
-104.5,64.5,0.32521969922165905
-104.5,65.5,0.3257231842267437
-104.5,66.5,0.3202522787459833
-104.5,67.5,0.3256587610609569
-104.5,68.5,0.34161819453102277
-104.5,69.5,0.30571842089548035
-104.5,70.5,0.30646020200545515
-104.5,71.5,0.3248983689955373
-104.5,72.5,0.3398522835029749
-104.5,73.5,0.32994706017710046
-104.5,75.5,0.33111034977251264
-104.5,76.5,0.33249992994969085
-104.5,77.5,0.3313674614369882
-104.5,78.5,0.32996491190039
-104.5,79.5,0.3493992744201909
-105.5,19.5,0.7200559919083697
-105.5,20.5,0.6855280065878157
-105.5,21.5,0.6504244940119747
-105.5,22.5,0.6988068341964208
-105.5,23.5,0.7010388054391895
-105.5,24.5,0.667437959193416
-105.5,25.5,0.6139038912701691
-105.5,26.5,0.6278229318792153
-105.5,27.5,0.7025903744749254
-105.5,28.5,0.6878226125287313
-105.5,29.5,0.6313436674286823
-105.5,30.5,0.6110760988473176
-105.5,31.5,0.644617100650325
-105.5,32.5,0.643387160399769
-105.5,33.5,0.636246256308947
-105.5,34.5,0.6337104638283705
-105.5,35.5,0.6072920363928104
-105.5,36.5,0.5997788904222424
-105.5,37.5,0.5662720524673368
-105.5,38.5,0.5963213705677418
-105.5,39.5,0.46063462077775835
-105.5,40.5,0.47168774660860624
-105.5,41.5,0.6586924318638105
-105.5,42.5,0.6353233572539714
-105.5,43.5,0.643359856314091
-105.5,44.5,0.6298482250285976
-105.5,45.5,0.5958514364494957
-105.5,46.5,0.6085761892884087
-105.5,47.5,0.5766509631343054
-105.5,48.5,0.5369607121792483
-105.5,49.5,0.4956326798158128
-105.5,50.5,0.46380398874955675
-105.5,51.5,0.46207578741152006
-105.5,52.5,0.45641977024530433
-105.5,53.5,0.48277367767840823
-105.5,54.5,0.390138516058546
-105.5,55.5,0.39448295540750217
-105.5,56.5,0.3423355594386204
-105.5,57.5,0.38839604375655506
-105.5,58.5,0.39311056350202384
-105.5,59.5,0.35186887506019643
-105.5,60.5,0.3300185247096275
-105.5,61.5,0.34001074763065414
-105.5,62.5,0.3307030619797749
-105.5,63.5,0.32492331851015926
-105.5,64.5,0.33581371436749946
-105.5,65.5,0.32534549112095784
-105.5,66.5,0.32758610081568773
-105.5,67.5,0.32528682040347434
-105.5,68.5,0.32904690785588353
-105.5,69.5,0.309844184630797
-105.5,70.5,0.3050358528700544
-105.5,71.5,0.31944464399990746
-105.5,72.5,0.3296412201077439
-105.5,73.5,0.3218968221421133
-105.5,75.5,0.3270157696022673
-105.5,76.5,0.3556336321565891
-105.5,77.5,0.32594355333244246
-105.5,79.5,0.354489009824936
-106.5,21.5,0.5112375332699874
-106.5,22.5,0.5316902190873101
-106.5,23.5,0.696251476890393
-106.5,24.5,0.7096021763414478
-106.5,25.5,0.6728071026254292
-106.5,26.5,0.684072977703441
-106.5,27.5,0.6609182250200909
-106.5,28.5,0.567580452705269
-106.5,29.5,0.6763431569288992
-106.5,30.5,0.6615175723107227
-106.5,31.5,0.5885392845028192
-106.5,32.5,0.6364262796499747
-106.5,33.5,0.6173862134082987
-106.5,34.5,0.6219899574088308
-106.5,35.5,0.5252980626344058
-106.5,36.5,0.5935458433120491
-106.5,37.5,0.5864135420761994
-106.5,38.5,0.610875421923435
-106.5,39.5,0.5764556460607465
-106.5,40.5,0.5633692806860711
-106.5,41.5,0.5917283005294222
-106.5,42.5,0.6438149861945826
-106.5,43.5,0.6276139306885669
-106.5,44.5,0.612468684181262
-106.5,45.5,0.5957082781762694
-106.5,46.5,0.619388236739187
-106.5,47.5,0.5782266941186176
-106.5,48.5,0.5935829161808727
-106.5,49.5,0.48958574880106703
-106.5,50.5,0.4952909338618605
-106.5,51.5,0.47317988229956853
-106.5,52.5,0.43984289474975324
-106.5,53.5,0.4909668934835992
-106.5,54.5,0.3892916557794763
-106.5,55.5,0.41415798859849295
-106.5,56.5,0.34465084323672224
-106.5,57.5,0.3956730258132169
-106.5,58.5,0.38344815483073663
-106.5,59.5,0.36276013798072343
-106.5,60.5,0.33543636183673303
-106.5,61.5,0.3399325521808523
-106.5,62.5,0.32662038390318626
-106.5,63.5,0.3241878084125075
-106.5,64.5,0.3306717026238926
-106.5,65.5,0.32361063130467405
-106.5,66.5,0.32656886116997863
-106.5,67.5,0.32827961519089227
-106.5,68.5,0.3429164376011814
-106.5,69.5,0.30246860783542534
-106.5,70.5,0.2958582948489662
-106.5,71.5,0.30713363008195693
-106.5,72.5,0.3342390255357724
-106.5,73.5,0.324962069166135
-106.5,74.5,0.340026796439157
-106.5,75.5,0.3244606164252019
-106.5,76.5,0.33773193098300186
-106.5,77.5,0.35466257180370653
-107.5,23.5,0.5119272012596036
-107.5,24.5,0.5879615594551623
-107.5,25.5,0.6760037078120675
-107.5,26.5,0.6979555807016725
-107.5,27.5,0.6322497505787765
-107.5,28.5,0.6405491602280051
-107.5,29.5,0.6386843332059066
-107.5,30.5,0.6826063447738079
-107.5,31.5,0.5985936790165074
-107.5,32.5,0.6273633986718288
-107.5,33.5,0.6039489431598792
-107.5,34.5,0.6335606640040239
-107.5,35.5,0.6175656762665942
-107.5,36.5,0.6134428565208169
-107.5,37.5,0.5733362833263967
-107.5,38.5,0.5797048249248128
-107.5,39.5,0.5819765916909382
-107.5,40.5,0.5984436510152757
-107.5,41.5,0.6346651653751982
-107.5,42.5,0.573532717979337
-107.5,43.5,0.6466799867845905
-107.5,44.5,0.58965775344771
-107.5,45.5,0.6062305987588127
-107.5,46.5,0.6123851716493064
-107.5,47.5,0.5760161447046271
-107.5,48.5,0.6046374641905117
-107.5,49.5,0.5405263286277655
-107.5,50.5,0.49234009853327043
-107.5,51.5,0.48819809638916467
-107.5,52.5,0.45760226563001305
-107.5,53.5,0.48568199913520943
-107.5,54.5,0.46786740707010216
-107.5,55.5,0.4222181686650501
-107.5,56.5,0.42331934825585865
-107.5,57.5,0.4117999994230542
-107.5,58.5,0.42158211695373693
-107.5,59.5,0.3402705492963284
-107.5,60.5,0.33339612884172115
-107.5,61.5,0.33889605268752104
-107.5,62.5,0.33266016941765325
-107.5,63.5,0.33601899963303955
-107.5,64.5,0.32728372124508565
-107.5,65.5,0.32414447979789407
-107.5,66.5,0.35822712881655383
-107.5,67.5,0.3441215248844762
-107.5,68.5,0.33582694701036997
-107.5,69.5,0.3185095342555454
-107.5,70.5,0.300514147840917
-107.5,71.5,0.3081249465060388
-107.5,72.5,0.33197504737908967
-107.5,73.5,0.32693661704905336
-107.5,74.5,0.3364413055467816
-107.5,75.5,0.3273458469907962
-107.5,76.5,0.33977580764500476
-108.5,24.5,0.5309817596500187
-108.5,25.5,0.572225544890402
-108.5,26.5,0.68646814693904
-108.5,27.5,0.7211958188649278
-108.5,28.5,0.7074186354174326
-108.5,29.5,0.7082492420604624
-108.5,30.5,0.6922111769763594
-108.5,31.5,0.6546902032147015
-108.5,32.5,0.6093822286994713
-108.5,33.5,0.5763498111610178
-108.5,34.5,0.6239638994048887
-108.5,35.5,0.6065500194285225
-108.5,36.5,0.6309028329199222
-108.5,37.5,0.6140218559806393
-108.5,38.5,0.6471987332712619
-108.5,39.5,0.6322592801507612
-108.5,40.5,0.6656689682614437
-108.5,41.5,0.5090536164139894
-108.5,42.5,0.6294097162119318
-108.5,43.5,0.6321126590419601
-108.5,44.5,0.6103170293836696
-108.5,45.5,0.5771482413541871
-108.5,46.5,0.6076054520030546
-108.5,47.5,0.5832217159654893
-108.5,48.5,0.607235909962366
-108.5,49.5,0.5516297606469521
-108.5,50.5,0.488114715323063
-108.5,51.5,0.4861970942508848
-108.5,52.5,0.46024109205614344
-108.5,53.5,0.4878031311987622
-108.5,54.5,0.5164517784398881
-108.5,55.5,0.4613578036870539
-108.5,56.5,0.38114252217697103
-108.5,57.5,0.4157873135628823
-108.5,58.5,0.40027427234503155
-108.5,59.5,0.3666150036919192
-108.5,60.5,0.3358124683468032
-108.5,61.5,0.35318521966111766
-108.5,62.5,0.3402103816328963
-108.5,63.5,0.3291450874542671
-108.5,64.5,0.32562515081658056
-108.5,65.5,0.3308363023789953
-108.5,66.5,0.3383338549301059
-108.5,67.5,0.360382024405
-108.5,68.5,0.35046846772937806
-108.5,69.5,0.3298422067585023
-108.5,70.5,0.31325581422648974
-108.5,71.5,0.323144699529364
-108.5,72.5,0.329994012682236
-108.5,73.5,0.33573360935194385
-108.5,74.5,0.33821616630625106
-108.5,75.5,0.32483205304765206
-108.5,76.5,0.3253383614731842
-109.5,22.5,0.5986550247764086
-109.5,23.5,0.7210974911346933
-109.5,24.5,0.4802139208224142
-109.5,25.5,0.6178104904576828
-109.5,26.5,0.6582951621747232
-109.5,27.5,0.6559666831717822
-109.5,28.5,0.7424032283077105
-109.5,29.5,0.7236189457232493
-109.5,30.5,0.7001191062182671
-109.5,31.5,0.6282864852394464
-109.5,32.5,0.6273564644968866
-109.5,33.5,0.5988075322340148
-109.5,34.5,0.6166082566333093
-109.5,35.5,0.6283666814216292
-109.5,36.5,0.5880169185912552
-109.5,37.5,0.6418722328726465
-109.5,38.5,0.6715531258234965
-109.5,39.5,0.6518953522658237
-109.5,40.5,0.6340717110970748
-109.5,41.5,0.5777930983915702
-109.5,42.5,0.5719025569125872
-109.5,43.5,0.545870401829054
-109.5,44.5,0.5522293837532328
-109.5,45.5,0.5913969991544628
-109.5,46.5,0.5972138505526076
-109.5,47.5,0.5732117219551136
-109.5,48.5,0.5676098275960332
-109.5,49.5,0.5733311888020484
-109.5,50.5,0.5096625452146428
-109.5,51.5,0.5257308597853633
-109.5,52.5,0.4801667155534866
-109.5,53.5,0.5099069884058158
-109.5,54.5,0.5164416787317633
-109.5,55.5,0.3842636570939409
-109.5,56.5,0.48909074321015267
-109.5,57.5,0.41922109987234
-109.5,58.5,0.41725839120577024
-109.5,59.5,0.3290050295601248
-109.5,60.5,0.33993100593281744
-109.5,61.5,0.3354813410093736
-109.5,62.5,0.33038657125528775
-109.5,63.5,0.3374294481298876
-109.5,64.5,0.3246033824138407
-109.5,65.5,0.3228250855466241
-109.5,66.5,0.32752820316497055
-109.5,67.5,0.34137668963532736
-109.5,68.5,0.35930776719872887
-109.5,69.5,0.3281039717193816
-109.5,70.5,0.29863572778562036
-109.5,71.5,0.34067707618601806
-109.5,72.5,0.32623715047159946
-109.5,74.5,0.33563008437944136
-109.5,75.5,0.32500489434315616
-109.5,76.5,0.3216626025837285
-109.5,77.5,0.3395487637975267
-109.5,78.5,0.33589946319361164
-11.5,10.5,0.7431366699553462
-11.5,11.5,0.7196245999397314
-11.5,12.5,0.7646012609394277
-11.5,13.5,0.7272496165744184
-11.5,14.5,0.6804417824732453
-11.5,15.5,0.5896825717693425
-11.5,16.5,0.5861672741552063
-11.5,17.5,0.6387828665356042
-11.5,18.5,0.5080940834953914
-11.5,19.5,0.45290269241122
-11.5,20.5,0.43782835954549576
-11.5,21.5,0.4281581665957595
-11.5,22.5,0.43413367493262905
-11.5,23.5,0.44071409873371437
-11.5,24.5,0.43286966600083776
-11.5,25.5,0.42569773013246254
-11.5,26.5,0.46029751756028353
-11.5,27.5,0.4866656892344724
-11.5,28.5,0.5026724858020638
-11.5,6.5,0.7176550198414828
-11.5,7.5,0.7243076814158286
-11.5,8.5,0.7271334424862735
-11.5,81.5,0.35558365905636463
-11.5,9.5,0.7727968294278967
-110.5,22.5,0.5239450374025737
-110.5,23.5,0.721504899129925
-110.5,24.5,0.6586818956111749
-110.5,25.5,0.550684757090397
-110.5,27.5,0.6160925449409087
-110.5,28.5,0.7422267538396433
-110.5,29.5,0.7157969811185396
-110.5,30.5,0.709559094769121
-110.5,31.5,0.6001863351234358
-110.5,32.5,0.524496332286933
-110.5,33.5,0.6327550761579489
-110.5,34.5,0.6082730755985376
-110.5,35.5,0.556256063792573
-110.5,36.5,0.633580234792745
-110.5,37.5,0.640665741854474
-110.5,38.5,0.6561631616239542
-110.5,39.5,0.6849898524340983
-110.5,40.5,0.6270110818429537
-110.5,41.5,0.6425651987984675
-110.5,42.5,0.5857306042480607
-110.5,43.5,0.5429982294030213
-110.5,44.5,0.511954169819738
-110.5,45.5,0.5617948612850806
-110.5,46.5,0.5806519134867667
-110.5,47.5,0.545646185054245
-110.5,48.5,0.5530116296281274
-110.5,49.5,0.5883902289937545
-110.5,50.5,0.6001032764251849
-110.5,51.5,0.6175666139505592
-110.5,52.5,0.5464758468568175
-110.5,53.5,0.5195996091475648
-110.5,54.5,0.5285524428684593
-110.5,55.5,0.35963009036594096
-110.5,56.5,0.3579298743710149
-110.5,57.5,0.42260989901014007
-110.5,58.5,0.46852614053525443
